name,_id,run_start_time,run_end_time,status,status_message,CalibrationReportsEnhanced20.electricity_consumption_actual,CalibrationReportsEnhanced20.electricity_consumption_cvrmse,CalibrationReportsEnhanced20.electricity_consumption_modeled,CalibrationReportsEnhanced20.electricity_consumption_nmbe,CalibrationReportsEnhanced20.electricity_cvrmse_within_limit,CalibrationReportsEnhanced20.electricity_nmbe_within_limit,CalibrationReportsEnhanced20.electricity_rmse,CalibrationReportsEnhanced20.natural_gas_consumption_actual,CalibrationReportsEnhanced20.natural_gas_consumption_cvrmse,CalibrationReportsEnhanced20.natural_gas_consumption_modeled,CalibrationReportsEnhanced20.natural_gas_consumption_nmbe,CalibrationReportsEnhanced20.natural_gas_cvrmse_within_limit,CalibrationReportsEnhanced20.natural_gas_nmbe_within_limit,CalibrationReportsEnhanced20.natural_gas_rmse,OpenStudioResults.electricity_ip,OpenStudioResults.eui,OpenStudioResults.natural_gas_ip
Repeat Run Autogenerated 8,4e430857-c062-4a97-a66b-c7a8c31fb285,2017-03-30T19:47:13.786Z,2017-03-30T19:47:49.452Z,completed,completed normal,18378.0,33.94821353782729,24207.06982933951,-34.601073394114565,0.0,0.0,497.7825245840684,233.0,158.86565537394003,503.83641389146936,-127.8626846697924,0.0,0.0,32.084620885275555,24274.03422865278,163.59974124580586,61.94534981226177
Repeat Run Autogenerated 20,4e4ce88b-f5ae-4ec3-b4be-b5fb6c4a8ca7,2017-03-30T19:47:14.554Z,2017-03-30T19:47:52.123Z,completed,completed normal,18378.0,33.94821353782729,24207.06982933951,-34.601073394114565,0.0,0.0,497.7825245840684,233.0,158.86565537394003,503.83641389146936,-127.8626846697924,0.0,0.0,32.084620885275555,24274.03422865278,163.59974124580586,61.94534981226177
Repeat Run Autogenerated 13,77887678-6ca7-4928-8b8d-7cfaa172d097,2017-03-30T19:47:14.493Z,2017-03-30T19:47:49.554Z,completed,completed normal,18378.0,33.94821353782729,24207.06982933951,-34.601073394114565,0.0,0.0,497.7825245840684,233.0,158.86565537394003,503.83641389146936,-127.8626846697924,0.0,0.0,32.084620885275555,24274.03422865278,163.59974124580586,61.94534981226177
Repeat Run Autogenerated 30,7bed907c-d1e3-4304-b2a5-db30f35cb256,2017-03-30T19:47:15.281Z,2017-03-30T19:47:50.459Z,completed,completed normal,18378.0,33.94821353782729,24207.06982933951,-34.601073394114565,0.0,0.0,497.7825245840684,233.0,158.86565537394003,503.83641389146936,-127.8626846697924,0.0,0.0,32.084620885275555,24274.03422865278,163.59974124580586,61.94534981226177
Repeat Run Autogenerated 29,7fe7fbae-eb50-4e87-8d1a-8c15ce0150e3,2017-03-30T19:47:15.053Z,2017-03-30T19:47:50.049Z,completed,completed normal,18378.0,33.94821353782729,24207.06982933951,-34.601073394114565,0.0,0.0,497.7825245840684,233.0,158.86565537394003,503.83641389146936,-127.8626846697924,0.0,0.0,32.084620885275555,24274.03422865278,163.59974124580586,61.94534981226177
Repeat Run Autogenerated 15,820b3972-0d51-4c58-a83d-1dd562fb6621,2017-03-30T19:47:14.511Z,2017-03-30T19:47:49.726Z,completed,completed normal,18378.0,33.94821353782729,24207.06982933951,-34.601073394114565,0.0,0.0,497.7825245840684,233.0,158.86565537394003,503.83641389146936,-127.8626846697924,0.0,0.0,32.084620885275555,24274.03422865278,163.59974124580586,61.94534981226177
Repeat Run Autogenerated 2,8bc2f538-e908-425e-8e68-223a8d1d569f,2017-03-30T19:47:12.592Z,2017-03-30T19:47:46.730Z,completed,completed normal,18378.0,33.94821353782729,24207.06982933951,-34.601073394114565,0.0,0.0,497.7825245840684,233.0,158.86565537394003,503.83641389146936,-127.8626846697924,0.0,0.0,32.084620885275555,24274.03422865278,163.59974124580586,61.94534981226177
Repeat Run Autogenerated 27,9dfad6a3-1579-43cf-80c8-48cc26b24515,2017-03-30T19:47:14.930Z,2017-03-30T19:47:49.854Z,completed,completed normal,18378.0,33.94821353782729,24207.06982933951,-34.601073394114565,0.0,0.0,497.7825245840684,233.0,158.86565537394003,503.83641389146936,-127.8626846697924,0.0,0.0,32.084620885275555,24274.03422865278,163.59974124580586,61.94534981226177
Repeat Run Autogenerated 14,9e0a984c-46ec-46b5-bd44-525a5306b58a,2017-03-30T19:47:14.515Z,2017-03-30T19:47:53.146Z,completed,completed normal,18378.0,33.94821353782729,24207.06982933951,-34.601073394114565,0.0,0.0,497.7825245840684,233.0,158.86565537394003,503.83641389146936,-127.8626846697924,0.0,0.0,32.084620885275555,24274.03422865278,163.59974124580586,61.94534981226177
Repeat Run Autogenerated 26,ac92ed56-e629-4db0-befc-0fafae136bd5,2017-03-30T19:47:14.909Z,2017-03-30T19:47:49.496Z,completed,completed normal,18378.0,33.94821353782729,24207.06982933951,-34.601073394114565,0.0,0.0,497.7825245840684,233.0,158.86565537394003,503.83641389146936,-127.8626846697924,0.0,0.0,32.084620885275555,24274.03422865278,163.59974124580586,61.94534981226177
Repeat Run Autogenerated 24,b652d1ba-8d5e-4f48-8b34-954d54f7cb60,2017-03-30T19:47:14.569Z,2017-03-30T19:47:53.417Z,completed,completed normal,18378.0,33.94821353782729,24207.06982933951,-34.601073394114565,0.0,0.0,497.7825245840684,233.0,158.86565537394003,503.83641389146936,-127.8626846697924,0.0,0.0,32.084620885275555,24274.03422865278,163.59974124580586,61.94534981226177
Repeat Run Autogenerated 16,c0875247-4a15-4728-bca5-bec2e56fc300,2017-03-30T19:47:14.538Z,2017-03-30T19:47:49.254Z,completed,completed normal,18378.0,33.94821353782729,24207.06982933951,-34.601073394114565,0.0,0.0,497.7825245840684,233.0,158.86565537394003,503.83641389146936,-127.8626846697924,0.0,0.0,32.084620885275555,24274.03422865278,163.59974124580586,61.94534981226177
Repeat Run Autogenerated 23,c2d6e85b-604f-43c0-a9a1-c75b55109478,2017-03-30T19:47:14.569Z,2017-03-30T19:47:53.545Z,completed,completed normal,18378.0,33.94821353782729,24207.06982933951,-34.601073394114565,0.0,0.0,497.7825245840684,233.0,158.86565537394003,503.83641389146936,-127.8626846697924,0.0,0.0,32.084620885275555,24274.03422865278,163.59974124580586,61.94534981226177
Repeat Run Autogenerated 9,c57773c6-9c07-4dee-8df5-25d12455f3b5,2017-03-30T19:47:13.854Z,2017-03-30T19:47:47.110Z,completed,completed normal,18378.0,33.94821353782729,24207.06982933951,-34.601073394114565,0.0,0.0,497.7825245840684,233.0,158.86565537394003,503.83641389146936,-127.8626846697924,0.0,0.0,32.084620885275555,24274.03422865278,163.59974124580586,61.94534981226177
Repeat Run Autogenerated 19,d6b1407f-6aca-4b91-b4ef-085e4786bb31,2017-03-30T19:47:14.554Z,2017-03-30T19:47:53.246Z,completed,completed normal,18378.0,33.94821353782729,24207.06982933951,-34.601073394114565,0.0,0.0,497.7825245840684,233.0,158.86565537394003,503.83641389146936,-127.8626846697924,0.0,0.0,32.084620885275555,24274.03422865278,163.59974124580586,61.94534981226177
Repeat Run Autogenerated 6,eb259bef-d8a2-4390-9937-6052800fe1bc,2017-03-30T19:47:13.562Z,2017-03-30T19:47:47.221Z,completed,completed normal,18378.0,33.94821353782729,24207.06982933951,-34.601073394114565,0.0,0.0,497.7825245840684,233.0,158.86565537394003,503.83641389146936,-127.8626846697924,0.0,0.0,32.084620885275555,24274.03422865278,163.59974124580586,61.94534981226177
Repeat Run Autogenerated 22,faa51eba-a314-44a7-9181-e8e503c29b60,2017-03-30T19:47:14.571Z,2017-03-30T19:47:53.508Z,completed,completed normal,18378.0,33.94821353782729,24207.06982933951,-34.601073394114565,0.0,0.0,497.7825245840684,233.0,158.86565537394003,503.83641389146936,-127.8626846697924,0.0,0.0,32.084620885275555,24274.03422865278,163.59974124580586,61.94534981226177
Repeat Run Autogenerated 1,fb560b39-e853-456b-8a50-6b735f254375,2017-03-30T19:47:12.539Z,2017-03-30T19:47:45.737Z,completed,completed normal,18378.0,33.94821353782729,24207.06982933951,-34.601073394114565,0.0,0.0,497.7825245840684,233.0,158.86565537394003,503.83641389146936,-127.8626846697924,0.0,0.0,32.084620885275555,24274.03422865278,163.59974124580586,61.94534981226177
Repeat Run Autogenerated 17,fbcc7f83-e739-491d-ae9d-2715cec66b2d,2017-03-30T19:47:14.546Z,2017-03-30T19:47:50.154Z,completed,completed normal,18378.0,33.94821353782729,24207.06982933951,-34.601073394114565,0.0,0.0,497.7825245840684,233.0,158.86565537394003,503.83641389146936,-127.8626846697924,0.0,0.0,32.084620885275555,24274.03422865278,163.59974124580586,61.94534981226177
Repeat Run Autogenerated 21,fcaea114-54da-44f2-a915-5e42a920731d,2017-03-30T19:47:14.564Z,2017-03-30T19:47:53.278Z,completed,completed normal,18378.0,33.94821353782729,24207.06982933951,-34.601073394114565,0.0,0.0,497.7825245840684,233.0,158.86565537394003,503.83641389146936,-127.8626846697924,0.0,0.0,32.084620885275555,24274.03422865278,163.59974124580586,61.94534981226177
