name,_id,run_start_time,run_end_time,status,status_message,adjust_thermostat_setpoints_by_degrees.cooling_adjustment,adjust_thermostat_setpoints_by_degrees.heating_adjustment,change_electric_baseboard.nom_cap,change_exterior_wall_thermal_properties.r_value_mult,change_exterior_wall_thermal_properties.solar_abs_mult,change_exterior_wall_thermal_properties.thermal_mass_mult,change_roof_thermal_properties.r_value_mult,change_roof_thermal_properties.solar_abs_mult,change_roof_thermal_properties.thermal_mass_mult,improve_fan_belt_efficiency.fan_eff,improve_fan_belt_efficiency.motor_eff,reduce_electric_equipment_loads_by_percentage.elecequip_power_reduction_percent,reduce_space_infiltration_by_percentage.space_infiltration_reduction_percent,set_co_pfor_single_speed_dx_cooling_units.cop,set_gas_burner_efficiency_diag.eff,CalibrationReportsEnhanced20.electricity_consumption_actual,CalibrationReportsEnhanced20.electricity_consumption_cvrmse,CalibrationReportsEnhanced20.electricity_consumption_modeled,CalibrationReportsEnhanced20.electricity_consumption_nmbe,CalibrationReportsEnhanced20.electricity_cvrmse_within_limit,CalibrationReportsEnhanced20.electricity_nmbe_within_limit,CalibrationReportsEnhanced20.electricity_rmse,CalibrationReportsEnhanced20.natural_gas_consumption_actual,CalibrationReportsEnhanced20.natural_gas_consumption_cvrmse,CalibrationReportsEnhanced20.natural_gas_consumption_modeled,CalibrationReportsEnhanced20.natural_gas_consumption_nmbe,CalibrationReportsEnhanced20.natural_gas_cvrmse_within_limit,CalibrationReportsEnhanced20.natural_gas_nmbe_within_limit,CalibrationReportsEnhanced20.natural_gas_rmse,OpenStudioResults.electricity_ip,OpenStudioResults.eui,OpenStudioResults.natural_gas_ip
LHS Autogenerated 43,1bb550c0-3f7b-4450-8ff8-ced1cdc10227,2017-03-29T19:28:38.876Z,2017-03-29T19:29:25.393Z,completed,completed normal,1.0,-1.0,1500.0,1.0,1.0,1.0,1.0,1.0,2.242029035114683,0.0,0.0,30.0,30.0,4.0,0.95,18378.0,12.37838308563462,19932.1172725642,-9.225164114588805,1.0,0.0,181.50418359334637,,,,,,,,19987.477834083333,127.96426009320693,45.037494928739335
LHS Autogenerated 68,1c672a9f-37c9-4e3a-b4f9-7298ffb00c66,2017-03-29T19:29:25.454Z,2017-03-29T19:29:58.449Z,completed,completed normal,1.0,-1.0,1500.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,30.0,30.0,4.349013852374628,0.95,18378.0,12.392595459071488,19863.039304197526,-8.815120673122165,1.0,0.0,181.71257957040868,,,,,,,,19918.35076795278,127.94283810273349,45.24915304740239
LHS Autogenerated 40,1e543af1-00d2-41f2-b295-0fcfddf220de,2017-03-29T19:28:38.272Z,2017-03-29T19:29:24.647Z,completed,completed normal,1.0,-1.0,1500.0,1.0,1.0,1.0,1.0,1.6027466282248497,1.0,0.0,0.0,30.0,30.0,4.0,0.95,18378.0,12.452974580806098,19969.487088420403,-9.446989513669902,1.0,0.0,182.59791840026293,,,,,,,,20024.789646794445,128.0606590503375,44.99057040518253
LHS Autogenerated 58,1e8a2953-ac3e-4767-87a3-6a57987567da,2017-03-29T19:29:24.457Z,2017-03-29T19:29:58.341Z,completed,completed normal,1.0,-1.0,1500.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-2.6582296043634415,30.0,4.0,0.95,18378.0,31.76692293389734,23787.164320577438,-32.10853483262066,0.0,0.0,465.798268845077,,,,,,,,23853.924770633334,138.03259561573265,40.75370092791324
LHS Autogenerated 19,1fb3594c-ec36-4c05-8f05-925c3d92146a,2017-03-29T19:28:36.422Z,2017-03-29T19:29:25.684Z,completed,completed normal,1.0,-1.0,1500.0,3.193747504800558,1.0,1.0,1.0,1.0,1.0,0.0,0.0,30.0,30.0,4.0,0.95,18378.0,11.182485016556516,19563.313727333418,-7.035964309105262,1.0,0.0,163.9687348043374,,,,,,,,19617.944912863888,122.49094152723818,41.454825940985366
LHS Autogenerated 34,25d853f7-3996-4617-8ad4-001278780073,2017-03-29T19:28:37.622Z,2017-03-29T19:29:26.370Z,completed,completed normal,1.0,-1.0,1500.0,1.0,1.0,1.0,0.666473025153391,1.0,1.0,0.0,0.0,30.0,30.0,4.0,0.95,18378.0,12.633244925883124,20016.19515501847,-9.724246312400037,1.0,0.0,185.24122177703984,,,,,,,,20071.548975094447,129.14246956924717,45.790736334999025
LHS Autogenerated 75,27e2c843-e7b1-4668-892d-f6e8bbf86a73,2017-03-29T19:29:26.099Z,2017-03-29T19:30:00.277Z,completed,completed normal,1.0,-1.0,1500.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,30.0,30.0,4.0,0.8613615795318037,18378.0,12.439762668023736,19952.19320093566,-9.344333843443229,1.0,0.0,182.40419217393114,,,,,,,,20007.510078580555,133.544688611543,49.90550557129993
LHS Autogenerated 20,282c98b2-590e-4d13-8fbf-8d4c9f061d8f,2017-03-29T19:28:36.489Z,2017-03-29T19:29:23.572Z,completed,completed normal,1.0,-1.0,1500.0,3.916617094911635,1.0,1.0,1.0,1.0,1.0,0.0,0.0,30.0,30.0,4.0,0.95,18378.0,11.07247567233909,19528.54318911324,-6.829568094935091,1.0,0.0,162.35566821303152,,,,,,,,19583.096987169443,121.99823574634861,41.137283500726824
LHS Autogenerated 48,2edeea06-23d8-4e1b-b593-ecebceeff95e,2017-03-29T19:29:22.830Z,2017-03-29T19:29:56.540Z,completed,completed normal,1.0,-1.0,1500.0,1.0,1.0,1.0,1.0,1.0,1.0,-16.22961306758225,0.0,30.0,30.0,4.0,0.95,18378.0,16.845163343754866,20944.873320953655,-15.236834481664772,0.0,0.0,247.0005653446813,,,,,,,,21002.75456026389,130.42778899765472,43.750088379667076
LHS Autogenerated 69,3032507f-c738-412c-9d4b-5fcc90836809,2017-03-29T19:29:25.678Z,2017-03-29T19:29:59.921Z,completed,completed normal,1.0,-1.0,1500.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,30.0,30.0,4.48424529088661,0.95,18378.0,12.388295717243002,19832.225454204756,-8.632211166739404,1.0,0.0,181.64953247250884,,,,,,,,19887.53507176111,127.82501715512944,45.24915304740239
LHS Autogenerated 51,310abb32-ed25-4a6e-94a5-04a8546157b3,2017-03-29T19:29:23.536Z,2017-03-29T19:29:56.551Z,completed,completed normal,1.0,-1.0,1500.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-10.300478104874493,30.0,30.0,4.0,0.95,18378.0,12.439762668023736,19952.19320093566,-9.344333843443229,1.0,0.0,182.40419217393114,,,,,,,,20007.510078580555,128.2855899503088,45.24915304740239
LHS Autogenerated 1,357340d6-6010-45a0-a82b-c71d160303cf,2017-03-29T19:28:34.349Z,2017-03-29T19:29:17.501Z,completed,completed normal,1.7645019587129358,-1.0,1500.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,30.0,30.0,4.0,0.95,18378.0,12.381523149347213,19846.67419165579,-8.717978165528718,1.0,0.0,181.55022633549146,,,,,,,,19901.99100274445,127.93212710749674,45.295128245842875
LHS Autogenerated 60,376f399b-a5b1-4ff0-928f-ac55fa4017a3,2017-03-29T19:29:24.735Z,2017-03-29T19:29:59.102Z,completed,completed normal,1.0,-1.0,1500.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,46.80724514275789,30.0,4.0,0.95,18378.0,9.386834629590318,17994.325084773638,2.277475530385304,1.0,1.0,137.63912008401007,,,,,,,,18043.787240930556,123.48706408425403,47.70132056997981
LHS Autogenerated 17,3c698eed-3891-40f7-8c27-c86b27059ecd,2017-03-29T19:28:36.051Z,2017-03-29T19:29:24.443Z,completed,completed normal,1.0,-1.0,1500.0,0.6436381256207824,1.0,1.0,1.0,1.0,1.0,0.0,0.0,30.0,30.0,4.0,0.95,18378.0,13.523377115084802,20250.06932796192,-11.11251196368339,1.0,0.0,198.2932266450025,,,,,,,,20305.774975752778,132.81634093544537,48.24134680132589
LHS Autogenerated 64,4091fe59-7580-45f6-ad34-9eb2b080f290,2017-03-29T19:29:25.264Z,2017-03-29T19:30:00.300Z,completed,completed normal,1.0,-1.0,1500.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,30.0,8.933635391294956,4.0,0.95,18378.0,15.767638328125308,20711.066581349038,-13.848969111382388,0.0,0.0,231.2008201832781,,,,,,,,20767.912435197224,143.14174034365257,55.80473095693617
LHS Autogenerated 31,413f54a7-ed6e-45c2-85d6-79ec2f0c66ad,2017-03-29T19:28:37.545Z,2017-03-29T19:29:26.469Z,completed,completed normal,1.0,-1.0,1500.0,1.0,1.0,1.0,3.3529151842929426,1.0,1.0,0.0,0.0,30.0,30.0,4.0,0.95,18378.0,12.171367099775859,19870.02520310581,-8.856588627345834,1.0,0.0,178.4687089886161,,,,,,,,19925.18875090556,127.2252014218726,44.59550527060703
LHS Autogenerated 7,44fc2b3f-1a5d-4b49-a58e-1010c468ea75,2017-03-29T19:28:35.231Z,2017-03-29T19:29:26.321Z,completed,completed normal,1.0,3.156400654138997,1500.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,30.0,30.0,4.0,0.95,18378.0,13.939140487050954,20220.12714279596,-10.93477661707748,1.0,0.0,204.38956336965182,,,,,,,,20275.32537625278,147.05125360505883,60.941702326794115
LHS Autogenerated 62,4500c36c-aa1a-4ec8-b535-2ea42b8602e1,2017-03-29T19:29:25.055Z,2017-03-29T19:29:58.174Z,completed,completed normal,1.0,-1.0,1500.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,30.0,87.52272659447044,4.0,0.95,18378.0,9.290093051711656,18414.486012829726,-0.21657918754473615,1.0,1.0,136.2205986995187,,,,,,,,18466.51732013889,88.28002274112426,15.106493943586955
LHS Autogenerated 37,46186b2a-758e-44c5-b584-00be344e3c55,2017-03-29T19:28:37.812Z,2017-03-29T19:29:26.180Z,completed,completed normal,1.0,-1.0,1500.0,1.0,1.0,1.0,1.0,2.580288002779707,1.0,0.0,0.0,30.0,30.0,4.0,0.95,18378.0,12.452974580806098,19969.487088420403,-9.446989513669902,1.0,0.0,182.59791840026293,,,,,,,,20024.789646794445,128.0606590503375,44.99057040518253
LHS Autogenerated 33,491bcd6f-dffb-468f-83bb-16c338ebdd44,2017-03-29T19:28:37.617Z,2017-03-29T19:29:24.864Z,completed,completed normal,1.0,-1.0,1500.0,1.0,1.0,1.0,1.5983146980870515,1.0,1.0,0.0,0.0,30.0,30.0,4.0,0.95,18378.0,12.28132868335511,19902.26834455161,-9.04798233788392,1.0,0.0,180.08107526586812,,,,,,,,19957.50765916389,127.63221924086832,44.841539525310594
LHS Autogenerated 3,5017f4e0-9f92-4c29-8583-e1434bcc3629,2017-03-29T19:28:34.840Z,2017-03-29T19:29:22.219Z,completed,completed normal,-4.316103425621987,-1.0,1500.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,30.0,30.0,4.0,0.95,18378.0,15.894624223889679,20925.32910965144,-15.1208209993259,0.0,0.0,233.06281388464686,,,,,,,,20980.645823411112,131.73453041653568,44.987362226542906
LHS Autogenerated 26,536cc0a4-5b79-4e8b-aafd-6ddae1b493ed,2017-03-29T19:28:37.336Z,2017-03-29T19:29:26.297Z,completed,completed normal,1.0,-1.0,1500.0,1.0,1.0,1.8051111612003297,1.0,1.0,1.0,0.0,0.0,30.0,30.0,4.0,0.95,18378.0,12.28495034360832,19898.13269792614,-9.023433341798821,1.0,0.0,180.1341796562367,,,,,,,,19953.374820586112,127.3430223694766,44.6037290484179
LHS Autogenerated 18,5825feb6-2b61-4a4b-b754-968f93be67ee,2017-03-29T19:28:36.262Z,2017-03-29T19:29:22.826Z,completed,completed normal,1.0,-1.0,1500.0,2.5448288867250084,1.0,1.0,1.0,1.0,1.0,0.0,0.0,30.0,30.0,4.0,0.95,18378.0,11.325666715212451,19608.653370177733,-7.30509821136576,1.0,0.0,166.068207501237,,,,,,,,19663.374583341665,123.14431223667866,41.880917456172575
LHS Autogenerated 49,5a631ea6-fe8a-4d4d-a62f-850cecebf964,2017-03-29T19:29:22.838Z,2017-03-29T19:29:56.721Z,completed,completed normal,1.0,-1.0,1500.0,1.0,1.0,1.0,1.0,1.0,1.0,7.631112285889685,0.0,30.0,30.0,4.0,0.95,18378.0,11.254133779352209,19629.830628699325,-7.430805382122866,1.0,0.0,165.01932033774182,,,,,,,,19684.251875158337,127.58937525992141,45.741921421407376
LHS Autogenerated 21,5cacdaf4-bc0e-4d43-9436-4cc64997e6af,2017-03-29T19:28:36.540Z,2017-03-29T19:29:26.186Z,completed,completed normal,1.0,-1.0,1500.0,1.0,2.070318385306746,1.0,1.0,1.0,1.0,0.0,0.0,30.0,30.0,4.0,0.95,18378.0,12.56317159275262,20050.095295877465,-9.925475890407311,1.0,0.0,184.21373676275903,,,,,,,,20105.38330688611,126.98955952666455,43.7755281645025
LHS Autogenerated 55,63bb5f7f-240c-41da-87da-b72b3f8d7995,2017-03-29T19:29:23.893Z,2017-03-29T19:29:58.322Z,completed,completed normal,1.0,-1.0,1500.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6.232865032833068,30.0,30.0,4.0,0.95,18378.0,12.439762668023736,19952.19320093566,-9.344333843443229,1.0,0.0,182.40419217393114,,,,,,,,20007.510078580555,128.2855899503088,45.24915304740239
LHS Autogenerated 4,64272b81-8db6-4be6-ad21-dc4959a25c27,2017-03-29T19:28:35.162Z,2017-03-29T19:29:25.289Z,completed,completed normal,-0.12072960436344182,-1.0,1500.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,30.0,30.0,4.0,0.95,18378.0,12.692663972679217,20121.334205453146,-10.348346573194128,1.0,0.0,186.1124830317619,,,,,,,,20176.653286030556,128.85327269785546,45.180681148279135
LHS Autogenerated 39,663ecb0a-c481-402d-a624-a82b2d23f4e1,2017-03-29T19:28:38.033Z,2017-03-29T19:29:26.437Z,completed,completed normal,1.0,-1.0,1500.0,1.0,1.0,1.0,1.0,0.8204071141313762,1.0,0.0,0.0,30.0,30.0,4.0,0.95,18378.0,12.433128212762021,19944.423702981254,-9.29821448360939,1.0,0.0,182.30691118193624,,,,,,,,19999.745965897222,128.3926999026761,45.37025903286534
LHS Autogenerated 10,6c5bba52-d8bf-41c5-a117-71a2c479aa24,2017-03-29T19:28:35.800Z,2017-03-29T19:29:26.673Z,completed,completed normal,1.0,-3.4696710303425786,1500.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,30.0,30.0,4.0,0.95,18378.0,12.077990859780849,19881.225044355528,-8.923070337194842,1.0,0.0,177.09953354057404,,,,,,,,19936.592418430555,118.73138219914611,37.035423908343034
LHS Autogenerated 45,704e2d94-1336-47a4-b97c-8331b0884252,2017-03-29T19:29:17.518Z,2017-03-29T19:29:52.004Z,completed,completed normal,1.0,-1.0,1500.0,1.0,1.0,1.0,1.0,1.0,1.5903011467307806,0.0,0.0,30.0,30.0,4.0,0.95,18378.0,12.394609838381633,19938.930196022524,-9.265605295002077,1.0,0.0,181.74211640648863,,,,,,,,19994.260558066668,128.08208104081095,45.118260031135
LHS Autogenerated 46,7b3fdc79-0419-4f81-b68b-5f30e86f2c4e,2017-03-29T19:29:19.605Z,2017-03-29T19:29:52.321Z,completed,completed normal,1.0,-1.0,1500.0,1.0,1.0,1.0,1.0,1.0,1.0,25.833373001543805,0.0,30.0,30.0,4.0,0.95,18378.0,9.68932527826356,19068.57747182041,-4.099234095036993,1.0,1.0,142.07453930251648,,,,,,,,19121.564909052777,126.40045478864444,46.60663557409839
LHS Autogenerated 29,7d7e77ad-f1d5-486b-84c2-42c822ec23b9,2017-03-29T19:28:37.489Z,2017-03-29T19:29:26.089Z,completed,completed normal,1.0,-1.0,1500.0,1.0,1.0,0.7149478740757331,1.0,1.0,1.0,0.0,0.0,30.0,30.0,4.0,0.95,18378.0,12.52276698480304,19980.60375643174,-9.512977511244125,1.0,0.0,183.62128415173842,,,,,,,,20035.848887191667,128.78900672643508,45.59602231879803
LHS Autogenerated 67,81190d51-edac-4a7a-9c83-4a3f90b53fb9,2017-03-29T19:29:25.409Z,2017-03-29T19:29:59.987Z,completed,completed normal,1.0,-1.0,1500.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,30.0,30.0,3.014796754065901,0.95,18378.0,13.143938533669731,20315.234683089067,-11.499330324334808,1.0,0.0,192.72952018454518,,,,,,,,20370.575090975,129.67801933108362,45.24915304740239
LHS Autogenerated 41,853344aa-cb0a-4574-8434-37e3d19334bc,2017-03-29T19:28:38.401Z,2017-03-29T19:29:22.818Z,completed,completed normal,1.0,-1.0,1500.0,1.0,1.0,1.0,1.0,1.0,2.9302272085333243,0.0,0.0,30.0,30.0,4.0,0.95,18378.0,12.366027805220673,19928.159104360886,-9.201668621736758,1.0,0.0,181.32301816413917,,,,,,,,19983.534092949998,127.92141611226,45.00779909977236
LHS Autogenerated 13,8adc3b92-01b6-4a92-a7b2-d1d0bd6fd6fe,2017-03-29T19:28:35.930Z,2017-03-29T19:29:25.776Z,completed,completed normal,1.0,-1.0,1908.781614387408,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,30.0,30.0,4.0,0.95,18378.0,12.720619293641239,20002.38090061456,-9.642245573944502,1.0,0.0,186.52239179554783,,,,,,,,20057.697723825,128.45696587409648,45.232575725968104
LHS Autogenerated 63,8ff6d7ed-96a0-48d9-b0ef-6899f5b2d3b2,2017-03-29T19:29:25.172Z,2017-03-29T19:29:58.398Z,completed,completed normal,1.0,-1.0,1500.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,30.0,54.51032684650272,4.0,0.95,18378.0,9.634905361670988,19059.619943753274,-4.046062646563221,1.0,1.0,141.27658027474845,,,,,,,,19112.911925836113,110.6124478097052,32.66232211237416
LHS Autogenerated 9,90603c20-56fd-4aad-a010-76f67e3d7112,2017-03-29T19:28:35.708Z,2017-03-29T19:29:25.438Z,completed,completed normal,1.0,-0.025280309314839045,1500.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,30.0,30.0,4.0,0.95,18378.0,12.656089681340617,19994.86798685373,-9.597649285333617,1.0,0.0,185.57619433848163,,,,,,,,20050.11138394167,132.36647913550274,48.71940251752091
LHS Autogenerated 15,954009cd-af42-4e57-96a4-e0b34f1f1500,2017-03-29T19:28:36.005Z,2017-03-29T19:29:26.441Z,completed,completed normal,1.0,-1.0,1377.2323530167341,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,30.0,30.0,4.0,0.95,18378.0,12.349167834450181,19934.91911098677,-9.241795690421002,1.0,0.0,181.07580047755314,,,,,,,,19990.23591626389,128.22132397888842,45.2555413347933
LHS Autogenerated 5,97b34cd8-8afc-47cf-83b9-5d1dbc4ac214,2017-03-29T19:28:35.162Z,2017-03-29T19:29:25.723Z,completed,completed normal,-5.492477165535092,-1.0,1500.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,30.0,30.0,4.0,0.95,18378.0,17.467911407955633,21202.956885213476,-16.76880589566658,0.0,0.0,256.13191781577035,,,,,,,,21258.27193237222,132.7949189449719,44.977389874886
LHS Autogenerated 57,98e01f31-d6a0-48c1-aeef-0cca7be5be1f,2017-03-29T19:29:24.100Z,2017-03-29T19:29:58.888Z,completed,completed normal,1.0,-1.0,1500.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-72.12647813558578,30.0,4.0,0.95,18378.0,80.1686993496639,32406.81012415489,-83.27433071649831,0.0,0.0,1175.5133303385867,,,,,,,,32498.922469452777,161.85384902221895,32.336875318105086
LHS Autogenerated 70,9bae0325-0260-46f5-9841-1e49157718a3,2017-03-29T19:29:25.705Z,2017-03-29T19:30:00.075Z,completed,completed normal,1.0,-1.0,1500.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,30.0,30.0,2.092467751260847,0.95,18378.0,16.06532381195745,20964.941615540964,-15.355958896749833,0.0,0.0,235.56578128819396,,,,,,,,21020.3260259,132.18439221647833,45.24915304740239
LHS Autogenerated 11,9ea857ff-6f40-4c10-9386-a21f1a56e890,2017-03-29T19:28:35.805Z,2017-03-29T19:29:23.345Z,completed,completed normal,1.0,-1.0,2695.2295153867453,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,30.0,30.0,4.0,0.95,18378.0,13.178861754319065,20073.120537044833,-10.062152595760718,1.0,0.0,193.24159923465672,,,,,,,,20128.437749972225,128.70331876454125,45.21180905286204
LHS Autogenerated 73,a9f4bb3a-f2cc-4f9a-9eef-e33bd3c88ec4,2017-03-29T19:29:25.924Z,2017-03-29T19:29:59.230Z,completed,completed normal,1.0,-1.0,1500.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,30.0,30.0,4.0,0.9464084223005921,18378.0,12.439762668023736,19952.19320093566,-9.344333843443229,1.0,0.0,182.40419217393114,,,,,,,,20007.510078580555,128.47838786456995,45.42087753931444
LHS Autogenerated 23,adaf6909-37a0-42d1-8d86-cbadcb2dafff,2017-03-29T19:28:36.693Z,2017-03-29T19:29:25.973Z,completed,completed normal,1.0,-1.0,1500.0,1.0,1.3354143011383715,1.0,1.0,1.0,1.0,0.0,0.0,30.0,30.0,4.0,0.95,18378.0,12.46853100508588,19984.402129496255,-9.535524467968134,1.0,0.0,182.82602218966747,,,,,,,,20039.679014219444,127.82501715512944,44.730087650532596
LHS Autogenerated 42,b02043ee-312c-4b31-a300-9c33e19d3319,2017-03-29T19:28:38.563Z,2017-03-29T19:29:23.587Z,completed,completed normal,1.0,-1.0,1500.0,1.0,1.0,1.0,1.0,1.0,1.4155195619678125,0.0,0.0,30.0,30.0,4.0,0.95,18378.0,12.407229524869525,19942.223328599266,-9.285153168903133,1.0,0.0,181.92715882094163,,,,,,,,19997.547759608333,128.13563601699457,45.15172560601648
